Blank1,Blank2,Cab Number,Lat,Long,All counties,Fibre Services Live,Fibre Build Commenced,Fibre Services Planned,cab message
,,RDM1_003,52.924776,-6.294976,,1,,,Fibre Broadband Cabinet is planned for this location
,,RDM1_E01,52.930682,-6.227204,,1,,,Fibre Broadband Cabinet is planned for this location
,,RFN1_E01,51.83388,-8.37011,,1,,,Fibre Broadband Cabinet is planned for this location
,,RFO1_001,54.873751,-7.599062,,1,,,Fibre Broadband Cabinet is planned for this location
,,RFO1_E01,54.874285,-7.594182,,1,,,Fibre Broadband Cabinet is planned for this location
,,RHS1_E01,54.102939,-7.311844,,1,,,Fibre Broadband Cabinet is planned for this location
,,RIS1_001,51.831986,-8.354432,,1,,,Fibre Broadband Cabinet is planned for this location
,,RIS1_002,51.828204,-8.350123,,1,,,Fibre Broadband Cabinet is planned for this location
,,RIS1_E01,51.826371,-8.329156,,1,,,Fibre Broadband Cabinet is planned for this location
,,RKY1_E01,54.119904,-7.008614,,1,,,Fibre Broadband Cabinet is planned for this location
,,RLC1_001,52.352651,-8.680387,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_002,52.357186,-8.696466,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_003,52.32628,-8.671179,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_005,52.354348,-8.685771,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_006,52.356787,-8.68145,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_007,52.360623,-8.687845,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_008,52.35926,-8.682865,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_009,52.359908,-8.668518,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_010,52.350017,-8.675671,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_011,52.345978,-8.679067,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_012,52.353989,-8.699277,,3,,,Fibre Broadband Cabinet is Live 
,,RLC1_E01,52.35367,-8.68233,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_001,53.311258,-6.252252,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_002,53.311424,-6.252433,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_003,53.322813,-6.262152,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_004,53.323967,-6.265672,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_005,53.317484,-6.251946,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_006,53.321017,-6.252844,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_007,53.31695,-6.277008,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_008,53.316181,-6.259455,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_009,53.31768,-6.273658,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_010,53.322545,-6.277761,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_011,53.318381,-6.258654,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_012,53.323141,-6.272471,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_013,53.326863,-6.277911,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_014,53.325805,-6.278035,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_016,53.32078,-6.257199,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_017,53.323299,-6.252268,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_019,53.322946,-6.270501,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_020,53.324771,-6.254094,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_023,53.31761,-6.270864,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_026,53.317843,-6.264854,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_027,53.323595,-6.248595,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_029,53.316217,-6.267805,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_030,53.324432,-6.251565,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_031,53.321202,-6.2791,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_032,53.321239,-6.279124,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_034,53.326506,-6.256154,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_035,53.329436,-6.258264,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_036,53.328441,-6.256807,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_037,53.315631,-6.265175,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_039,53.321399,-6.259645,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_040,53.325084,-6.258074,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_042,53.315943,-6.262634,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_044,53.320618,-6.26561,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_046,53.326433,-6.274093,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_047,53.328127,-6.276506,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_050,53.327314,-6.263693,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_051,53.323969,-6.265611,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_052,53.312729,-6.268807,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_053,53.317402,-6.27098,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_054,53.308706,-6.257499,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_055,53.319913,-6.264685,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_056,53.309097,-6.260823,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_057,53.320197,-6.2597,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_058,53.313163,-6.262564,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_059,53.312688,-6.268803,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_060,53.313225,-6.264788,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_061,53.329124,-6.264575,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_062,53.326985,-6.265024,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_063,53.329848,-6.263137,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_064,53.32151,-6.246723,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_065,53.32236,-6.247222,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_067,53.32405,-6.271002,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_102,53.319438,-6.243363,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_103,53.324685,-6.253934,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_104,53.323292,-6.252208,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_106,53.328409,-6.25679,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_109,53.326479,-6.25612,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_111,53.329165,-6.265264,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMS1_112,53.325362,-6.267307,,3,,,Fibre Broadband Cabinet is Live 
,,RMS1_E01,53.321397,-6.265581,,1,,,Fibre Broadband Cabinet is planned for this location
,,RMT1_002,55.037177,-7.654391,,1,,,Fibre Broadband Cabinet is planned for this location
,,RNV1_E01,54.385097,-8.108487,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_001,53.2746,-6.108991,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_002,53.278285,-6.107289,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_003,53.283466,-6.112556,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_004,53.275994,-6.103169,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_005,53.27571,-6.099401,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_006,53.277382,-6.100165,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_007,53.277451,-6.153736,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_008,53.276471,-6.151978,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_009,53.27735,-6.157358,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_010,53.269917,-6.116278,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_011,53.2767,-6.118678,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_012,53.257901,-6.118523,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_013,53.263678,-6.131698,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_015,53.279266,-6.115636,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_016,53.26945,-6.124607,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_017,53.272539,-6.13645,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_018,53.265782,-6.115637,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_019,53.273515,-6.139836,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_020,53.258191,-6.127368,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_021,53.278689,-6.142114,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_024,53.268551,-6.145771,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_025,53.267363,-6.141097,,2,,,Fibre Build commenced - completion work is in progress
,,ROC1_026,53.262979,-6.148236,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_028,53.261277,-6.151011,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_029,53.268948,-6.139604,,2,,,Fibre Build commenced - completion work is in progress
,,ROC1_030,53.268871,-6.139862,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_031,53.266744,-6.134289,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_032,53.266798,-6.131408,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_033,53.274423,-6.123576,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_034,53.277768,-6.129505,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_035,53.275797,-6.121653,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_036,53.276107,-6.156258,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_037,53.269639,-6.150584,,2,,,Fibre Build commenced - completion work is in progress
,,ROC1_038,53.280195,-6.135366,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_039,53.256458,-6.135761,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_040,53.263048,-6.160969,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_043,53.264634,-6.13438,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_044,53.275771,-6.114739,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_045,53.264325,-6.149428,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_047,53.26306,-6.160911,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_048,53.261297,-6.151063,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_049,53.273546,-6.139798,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_050,53.278726,-6.142146,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_051,53.280225,-6.13538,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_052,53.269991,-6.14179,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_054,53.258082,-6.147284,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_061,53.256294,-6.11339,,3,,,Fibre Broadband Cabinet is Live 
,,ROC1_063,53.267743,-6.149585,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_065,53.267192,-6.136487,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROC1_066,53.264634,-6.13438,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROK1_001,52.82499,-9.004799,,3,,,Fibre Broadband Cabinet is Live 
,,ROM1_001,53.276534,-8.967047,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROM1_002,53.276146,-8.964365,,1,,,Fibre Broadband Cabinet is planned for this location
,,ROM1_E01,53.275339,-8.965767,,1,,,Fibre Broadband Cabinet is planned for this location
,,RSA1_001,52.943737,-7.791438,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_002,52.948897,-7.79741,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_003,52.958004,-7.775504,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_006,52.954854,-7.800798,,2,,,Fibre Build commenced - completion work is in progress
,,RSA1_008,52.965157,-7.787745,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_009,52.962313,-7.794034,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_010,52.958805,-7.797759,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_011,52.955237,-7.799101,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_012,52.952913,-7.798464,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_013,52.955174,-7.796945,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_014,52.94571,-7.798393,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_015,52.958416,-7.802138,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_016,52.944117,-7.784496,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_017,52.948454,-7.789226,,3,,,Fibre Broadband Cabinet is Live 
,,RSA1_E01,52.95351,-7.79428,,1,,,Fibre Broadband Cabinet is planned for this location
,,RSK1_E01,53.386056,-9.609085,,1,,,Fibre Broadband Cabinet is planned for this location
,,RSL1_001,53.424031,-7.940629,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_002,53.425812,-7.941019,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_004,53.438575,-7.934624,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_005,53.43115,-7.927777,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_007,53.418415,-7.912193,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_013,53.423291,-7.934567,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_014,53.430981,-7.945625,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_015,53.436868,-7.943118,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_017,53.422362,-7.932216,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_019,53.428319,-7.931448,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_020,53.434351,-7.931223,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_027,53.423531,-7.93791,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_028,53.422527,-7.918068,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_029,53.421347,-7.914011,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_030,53.419455,-7.934066,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_032,53.42107,-7.926213,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_033,53.421053,-7.93441,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_035,53.433059,-7.946056,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_036,53.43239,-7.943433,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_037,53.431935,-7.937128,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_038,53.429004,-7.939486,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_040,53.419895,-7.928236,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_041,53.417998,-7.908808,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_042,53.421965,-7.909465,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_043,53.42551,-7.934614,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_044,53.427247,-7.913999,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_045,53.430243,-7.919459,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_046,53.435305,-7.927575,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_047,53.436326,-7.934429,,3,,,Fibre Broadband Cabinet is Live 
,,RSL1_E01,53.42764,-7.93434,,2,,,Fibre Build commenced - completion work is in progress
,,RSN1_001,53.250765,-6.839383,,3,,,Fibre Broadband Cabinet is Live 
,,RSN1_002,53.284139,-6.860919,,3,,,Fibre Broadband Cabinet is Live 
,,RSN1_003,53.291674,-6.818874,,2,,,Fibre Build commenced - completion work is in progress
,,RSN1_005,53.270007,-6.852113,,1,,,Fibre Broadband Cabinet is planned for this location
,,RSN1_020,53.271698,-6.821503,,3,,,Fibre Broadband Cabinet is Live 
,,RSN1_E01,53.26949,-6.81672,,1,,,Fibre Broadband Cabinet is planned for this location
,,RTD1_001,54.243362,-8.475566,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_002,54.257726,-8.468044,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_003,54.262266,-8.462921,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_004,54.257061,-8.462335,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_005,54.263694,-8.468409,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_006,54.272155,-8.496003,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_007,54.273396,-8.519134,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_008,54.270968,-8.491565,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_009,54.274013,-8.504599,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_010,54.270572,-8.50347,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_011,54.277301,-8.485694,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_012,54.251061,-8.472667,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_013,54.264325,-8.474318,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_014,54.266176,-8.501719,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_015,54.254375,-8.464701,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_016,54.274321,-8.494147,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_017,54.276882,-8.495681,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_018,54.257243,-8.475934,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_019,54.259417,-8.475894,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_020,54.269757,-8.48016,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_021,54.267438,-8.490851,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_023,54.266744,-8.4727,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_024,54.276052,-8.5035,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_025,54.273692,-8.51467,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_046,54.268192,-8.492756,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_047,54.267689,-8.493779,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_048,54.27455,-8.482791,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_049,54.273635,-8.478988,,2,,,Fibre Build commenced - completion work is in progress
,,RTD1_050,54.273572,-8.487803,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_051,54.271948,-8.48078,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_052,54.271948,-8.48078,,2,,,Fibre Build commenced - completion work is in progress
,,RTD1_053,54.268615,-8.473942,,2,,,Fibre Build commenced - completion work is in progress
,,RTD1_054,54.264763,-8.468972,,3,,,Fibre Broadband Cabinet is Live 
,,RTD1_E01,54.273422,-8.486409,,2,,,Fibre Build commenced - completion work is in progress
,,RTH1_001,53.484494,-6.473944,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_002,53.504184,-6.46672,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_004,53.504446,-6.44961,,1,,,Fibre Broadband Cabinet is planned for this location
,,RTH1_007,53.504292,-6.465129,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_008,53.500938,-6.46609,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_009,53.507372,-6.47006,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_010,53.503698,-6.452488,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_011,53.503885,-6.445659,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_012,53.508774,-6.462093,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_013,53.511271,-6.459676,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_014,53.499709,-6.468409,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_015,53.504999,-6.469485,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_016,53.501633,-6.455653,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_017,53.51172,-6.46588,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_019,53.506603,-6.451181,,1,,,Fibre Broadband Cabinet is planned for this location
,,RTH1_020,53.507145,-6.458175,,1,,,Fibre Broadband Cabinet is planned for this location
,,RTH1_021,53.509024,-6.471004,,3,,,Fibre Broadband Cabinet is Live 
,,RTH1_E01,53.5079576,-6.46123772,,1,,,Fibre Broadband Cabinet is planned for this location
,,RTN1_002,53.223272,-6.988179,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_003,53.222124,-6.997731,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_005,53.206459,-6.998193,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_006,53.216068,-6.952536,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_007,53.221247,-7.003371,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_008,53.218468,-6.984326,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_009,53.21985,-7.004312,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_010,53.224187,-7.001542,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_011,53.215573,-6.998814,,3,,,Fibre Broadband Cabinet is Live 
,,RTN1_E01,53.21959,-6.99096,,1,,,Fibre Broadband Cabinet is planned for this location
,,RUS1_001,53.525823,-6.185767,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_002,53.522223,-6.094276,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_003,53.519368,-6.115548,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_004,53.526673,-6.166057,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_005,53.524049,-6.160197,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_006,53.536822,-6.096262,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_007,53.521447,-6.103159,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_008,53.527433,-6.169912,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_010,53.511772,-6.118727,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_012,53.521612,-6.090027,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_013,53.52298,-6.102713,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_014,53.526708,-6.097491,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_015,53.531726,-6.091637,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_016,53.522038,-6.16854,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_017,53.524167,-6.173711,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_018,53.530545,-6.16561,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_019,53.519644,-6.079627,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_020,53.526825,-6.157814,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_021,53.522492,-6.16773,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_022,53.526296,-6.179119,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_023,53.522549,-6.172509,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_024,53.525243,-6.103637,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_025,53.521928,-6.159909,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_026,53.526203,-6.158251,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_027,53.52615,-6.091372,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_028,53.527996,-6.091402,,3,,,Fibre Broadband Cabinet is Live 
,,RUS1_E01,53.521774,-6.141053,,2,,,Fibre Build commenced - completion work is in progress
,,RUY1_001,53.831888,-7.917514,,1,,,Fibre Broadband Cabinet is planned for this location
,,RUY1_002,53.857762,-7.919244,,1,,,Fibre Broadband Cabinet is planned for this location
,,RUY1_003,53.82936,-7.929472,,1,,,Fibre Broadband Cabinet is planned for this location
,,RUY1_004,53.855232,-7.91878,,2,,,Fibre Broadband Cabinet is expected to go Live on 19/03/15
,,RUY1_E01,53.831037,-7.928667,,2,,,Fibre Build commenced - completion work is in progress
,,RWD1_005,53.067388,-6.223406,,1,,,Fibre Broadband Cabinet is planned for this location
,,RWD1_E01,53.063231,-6.224464,,1,,,Fibre Broadband Cabinet is planned for this location
,,SAN1_001,53.396508,-6.245461,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_002,53.394618,-6.247052,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_003,53.389646,-6.247302,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_004,53.388761,-6.255367,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_005,53.388906,-6.256881,,1,,,Fibre Broadband Cabinet is planned for this location
,,SAN1_006,53.391788,-6.257578,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_007,53.398663,-6.251763,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_008,53.392724,-6.245813,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_009,53.390823,-6.240704,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_010,53.39247,-6.237785,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_011,53.390451,-6.269853,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_012,53.389629,-6.270728,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_013,53.389758,-6.264193,,1,,,Fibre Broadband Cabinet is planned for this location
,,SAN1_016,53.404958,-6.251685,,2,,,Fibre Build commenced - completion work is in progress
,,SAN1_019,53.397687,-6.251877,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_021,53.396131,-6.244684,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_024,53.400946,-6.243072,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_025,53.402448,-6.273402,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_026,53.400026,-6.237605,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_027,53.404666,-6.237502,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_028,53.412266,-6.238695,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_030,53.399029,-6.230944,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_031,53.397843,-6.233661,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_032,53.400603,-6.277554,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_035,53.405437,-6.233232,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_036,53.40412,-6.23469,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_037,53.405205,-6.239527,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_038,53.413474,-6.238803,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_039,53.407626,-6.234708,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_040,53.396469,-6.24547,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_043,53.40733,-6.235355,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_044,53.409902,-6.238881,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_045,53.392727,-6.245704,,3,,,Fibre Broadband Cabinet is Live 
,,SAN1_046,53.398222,-6.243145,,1,,,Fibre Broadband Cabinet is planned for this location
